animeID, name, title_english,title_japanese, type, source, producers, genre, studio, episodes, status, aired, duration, rating, related
83,Mobile Suit Gundam: The 08th MS Team - Miller's Report,,,Movie,Original,"['Sotsu', 'Atelier Musa']","['Military', 'Sci-Fi', 'Drama', 'Romance', 'Mecha']",['Sunrise'],1,Finished Airing,"{'from': '1998-08-01T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Aug 1, 1998'}",52 min,PG-13 - Teens 13 or older,"{'Full story': [{'mal_id': 81, 'type': 'anime', 'name': 'Mobile Suit Gundam: The 08th MS Team', 'url': 'https://myanimelist.net/anime/81/Mobile_Suit_Gundam__The_08th_MS_Team'}]}"
84,Mobile Suit Gundam 0083: Stardust Memory,Mobile Suit Gundam 0083: Stardust Memory,,OVA,Original,['Bandai Visual'],"['Military', 'Sci-Fi', 'Adventure', 'Space', 'Drama', 'Romance', 'Mecha']",['Sunrise'],13,Finished Airing,"{'from': '1991-05-23T00:00:00+00:00', 'to': '1992-09-24T00:00:00+00:00', 'prop': {'from': {'day': 23, 'month': 5, 'year': 1991}, 'to': {'day': 24, 'month': 9, 'year': 1992}}, 'string': 'May 23, 1991 to Sep 24, 1992'}",30 min per ep,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 13420, 'type': 'manga', 'name': 'Kidou Senshi Gundam 0083: Hoshikuzu no Eiyuu - Operation Stardust', 'url': 'https://myanimelist.net/manga/13420/Kidou_Senshi_Gundam_0083__Hoshikuzu_no_Eiyuu_-_Operation_Stardust'}, {'mal_id': 68707, 'type': 'manga', 'name': 'Kidou Senshi Gundam 0083: Rebellion', 'url': 'https://myanimelist.net/manga/68707/Kidou_Senshi_Gundam_0083__Rebellion'}], 'Prequel': [{'mal_id': 82, 'type': 'anime', 'name': 'Mobile Suit Gundam 0080: War in the Pocket', 'url': 'https://myanimelist.net/anime/82/Mobile_Suit_Gundam_0080__War_in_the_Pocket'}], 'Sequel': [{'mal_id': 85, 'type': 'anime', 'name': 'Mobile Suit Zeta Gundam', 'url': 'https://myanimelist.net/anime/85/Mobile_Suit_Zeta_Gundam'}], 'Alternative setting': [{'mal_id': 2695, 'type': 'anime', 'name': 'Mobile Suit Gundam 0083: The Fading Light of Zeon', 'url': 'https://myanimelist.net/anime/2695/Mobile_Suit_Gundam_0083__The_Fading_Light_of_Zeon'}], 'Side story': [{'mal_id': 10581, 'type': 'anime', 'name': 'Mobile Suit Gundam 0083: Stardust Memory - The Mayfly of Space', 'url': 'https://myanimelist.net/anime/10581/Mobile_Suit_Gundam_0083__Stardust_Memory_-_The_Mayfly_of_Space'}, {'mal_id': 32898, 'type': 'anime', 'name': 'Mobile Suit Gundam 0083: Stardust Memory Picture Drama - The Mayfly of Space 2', 'url': 'https://myanimelist.net/anime/32898/Mobile_Suit_Gundam_0083__Stardust_Memory_Picture_Drama_-_The_Mayfly_of_Space_2'}]}"
85,Mobile Suit Zeta Gundam,Mobile Suit Zeta Gundam,,TV,Original,"['Sotsu', 'Nagoya Broadcasting Network']","['Military', 'Sci-Fi', 'Space', 'Drama', 'Romance', 'Mecha']",['Sunrise'],50,Finished Airing,"{'from': '1985-03-02T00:00:00+00:00', 'to': '1986-02-22T00:00:00+00:00', 'prop': {'from': {'day': 2, 'month': 3, 'year': 1985}, 'to': {'day': 22, 'month': 2, 'year': 1986}}, 'string': 'Mar 2, 1985 to Feb 22, 1986'}",24 min per ep,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 9736, 'type': 'manga', 'name': 'Kidou Senshi Z Gundam', 'url': 'https://myanimelist.net/manga/9736/Kidou_Senshi_Z_Gundam'}, {'mal_id': 85391, 'type': 'manga', 'name': 'Kidou Senshi Zeta Gundam', 'url': 'https://myanimelist.net/manga/85391/Kidou_Senshi_Zeta_Gundam'}], 'Prequel': [{'mal_id': 80, 'type': 'anime', 'name': 'Mobile Suit Gundam', 'url': 'https://myanimelist.net/anime/80/Mobile_Suit_Gundam'}, {'mal_id': 84, 'type': 'anime', 'name': 'Mobile Suit Gundam 0083: Stardust Memory', 'url': 'https://myanimelist.net/anime/84/Mobile_Suit_Gundam_0083__Stardust_Memory'}], 'Sequel': [{'mal_id': 86, 'type': 'anime', 'name': 'Mobile Suit Gundam ZZ', 'url': 'https://myanimelist.net/anime/86/Mobile_Suit_Gundam_ZZ'}], 'Alternative version': [{'mal_id': 1967, 'type': 'anime', 'name': 'Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars', 'url': 'https://myanimelist.net/anime/1967/Mobile_Suit_Zeta_Gundam__A_New_Translation_-_Heir_to_the_Stars'}, {'mal_id': 1968, 'type': 'anime', 'name': 'Mobile Suit Zeta Gundam: A New Translation II - Lovers', 'url': 'https://myanimelist.net/anime/1968/Mobile_Suit_Zeta_Gundam__A_New_Translation_II_-_Lovers'}, {'mal_id': 1969, 'type': 'anime', 'name': 'Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars', 'url': 'https://myanimelist.net/anime/1969/Mobile_Suit_Zeta_Gundam__A_New_Translation_III_-_Love_Is_the_Pulse_of_the_Stars'}], 'Side story': [{'mal_id': 8839, 'type': 'anime', 'name': 'Gundam Neo Experience 0087: Green Divers', 'url': 'https://myanimelist.net/anime/8839/Gundam_Neo_Experience_0087__Green_Divers'}], 'Summary': [{'mal_id': 14007, 'type': 'anime', 'name': 'Akai Shouzou: Char, Soshite Frontal e', 'url': 'https://myanimelist.net/anime/14007/Akai_Shouzou__Char_Soshite_Frontal_e'}, {'mal_id': 24371, 'type': 'anime', 'name': 'Mobile Suit Gundam Unicorn: Episode EX - 100 Years of Solitude', 'url': 'https://myanimelist.net/anime/24371/Mobile_Suit_Gundam_Unicorn__Episode_EX_-_100_Years_of_Solitude'}]}"
86,Mobile Suit Gundam ZZ,Mobile Suit Gundam ZZ,,TV,Original,"['Sotsu', 'Nagoya Broadcasting Network']","['Space', 'Comedy', 'Mecha', 'Military', 'Drama', 'Sci-Fi']",['Sunrise'],47,Finished Airing,"{'from': '1986-03-01T00:00:00+00:00', 'to': '1987-01-31T00:00:00+00:00', 'prop': {'from': {'day': 1, 'month': 3, 'year': 1986}, 'to': {'day': 31, 'month': 1, 'year': 1987}}, 'string': 'Mar 1, 1986 to Jan 31, 1987'}",24 min per ep,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 16168, 'type': 'manga', 'name': 'Kidou Senshi Gundam ZZ', 'url': 'https://myanimelist.net/manga/16168/Kidou_Senshi_Gundam_ZZ'}, {'mal_id': 85393, 'type': 'manga', 'name': 'Kidou Senshi Gundam ZZ', 'url': 'https://myanimelist.net/manga/85393/Kidou_Senshi_Gundam_ZZ'}], 'Prequel': [{'mal_id': 85, 'type': 'anime', 'name': 'Mobile Suit Zeta Gundam', 'url': 'https://myanimelist.net/anime/85/Mobile_Suit_Zeta_Gundam'}], 'Sequel': [{'mal_id': 87, 'type': 'anime', 'name': ""Mobile Suit Gundam: Char's Counterattack"", 'url': 'https://myanimelist.net/anime/87/Mobile_Suit_Gundam__Chars_Counterattack'}], 'Side story': [{'mal_id': 9708, 'type': 'anime', 'name': 'Mobile Suit Gundam ZZ: Gundam Frag.', 'url': 'https://myanimelist.net/anime/9708/Mobile_Suit_Gundam_ZZ__Gundam_Frag'}], 'Summary': [{'mal_id': 14007, 'type': 'anime', 'name': 'Akai Shouzou: Char, Soshite Frontal e', 'url': 'https://myanimelist.net/anime/14007/Akai_Shouzou__Char_Soshite_Frontal_e'}, {'mal_id': 24371, 'type': 'anime', 'name': 'Mobile Suit Gundam Unicorn: Episode EX - 100 Years of Solitude', 'url': 'https://myanimelist.net/anime/24371/Mobile_Suit_Gundam_Unicorn__Episode_EX_-_100_Years_of_Solitude'}]}"
87,Mobile Suit Gundam: Char's Counterattack,Mobile Suit Gundam: Char's Counterattack,,Movie,Novel,"['Sotsu', 'Nozomi Entertainment', 'Atelier Musa']","['Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']","['Sunrise', 'Studio Hibari']",1,Finished Airing,"{'from': '1988-03-12T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Mar 12, 1988'}",1 hr 59 min,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 30591, 'type': 'manga', 'name': 'Kidou Senshi Gundam: Gyakushuu no Char - High Streamer', 'url': 'https://myanimelist.net/manga/30591/Kidou_Senshi_Gundam__Gyakushuu_no_Char_-_High_Streamer'}, {'mal_id': 68983, 'type': 'manga', 'name': 'Kidou Senshi Gundam: Gyakushuu no Char', 'url': 'https://myanimelist.net/manga/68983/Kidou_Senshi_Gundam__Gyakushuu_no_Char'}], 'Prequel': [{'mal_id': 86, 'type': 'anime', 'name': 'Mobile Suit Gundam ZZ', 'url': 'https://myanimelist.net/anime/86/Mobile_Suit_Gundam_ZZ'}], 'Sequel': [{'mal_id': 6336, 'type': 'anime', 'name': 'Mobile Suit Gundam Unicorn', 'url': 'https://myanimelist.net/anime/6336/Mobile_Suit_Gundam_Unicorn'}, {'mal_id': 32792, 'type': 'anime', 'name': 'Mobile Suit Gundam Unicorn RE:0096', 'url': 'https://myanimelist.net/anime/32792/Mobile_Suit_Gundam_Unicorn_RE_0096'}], 'Summary': [{'mal_id': 14007, 'type': 'anime', 'name': 'Akai Shouzou: Char, Soshite Frontal e', 'url': 'https://myanimelist.net/anime/14007/Akai_Shouzou__Char_Soshite_Frontal_e'}, {'mal_id': 24371, 'type': 'anime', 'name': 'Mobile Suit Gundam Unicorn: Episode EX - 100 Years of Solitude', 'url': 'https://myanimelist.net/anime/24371/Mobile_Suit_Gundam_Unicorn__Episode_EX_-_100_Years_of_Solitude'}]}"
88,Mobile Suit Gundam F91,Mobile Suit Gundam F91,,Movie,Unknown,"['Sotsu', 'Shochiku', 'Atelier Musa', 'Nagoya Broadcasting Network']","['Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']",['Sunrise'],1,Finished Airing,"{'from': '1991-03-16T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Mar 16, 1991'}",2 hr,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 16456, 'type': 'manga', 'name': 'Kidou Senshi Gundam F91', 'url': 'https://myanimelist.net/manga/16456/Kidou_Senshi_Gundam_F91'}, {'mal_id': 97057, 'type': 'manga', 'name': 'Kidou Senshi Gundam F91: Cross Bone Vanguard', 'url': 'https://myanimelist.net/manga/97057/Kidou_Senshi_Gundam_F91__Cross_Bone_Vanguard'}], 'Sequel': [{'mal_id': 89, 'type': 'anime', 'name': 'Mobile Suit Victory Gundam', 'url': 'https://myanimelist.net/anime/89/Mobile_Suit_Victory_Gundam'}], 'Prequel': [{'mal_id': 6336, 'type': 'anime', 'name': 'Mobile Suit Gundam Unicorn', 'url': 'https://myanimelist.net/anime/6336/Mobile_Suit_Gundam_Unicorn'}, {'mal_id': 36436, 'type': 'anime', 'name': 'Mobile Suit Gundam: Twilight Axis - Akaki Zan-ei', 'url': 'https://myanimelist.net/anime/36436/Mobile_Suit_Gundam__Twilight_Axis_-_Akaki_Zan-ei'}]}"
89,Mobile Suit Victory Gundam,Mobile Suit V Gundam,,TV,Original,"['TV Asahi', 'Sotsu', 'Apollon']","['Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']","['Sunrise', 'Studio Deen']",51,Finished Airing,"{'from': '1993-04-02T00:00:00+00:00', 'to': '1994-03-25T00:00:00+00:00', 'prop': {'from': {'day': 2, 'month': 4, 'year': 1993}, 'to': {'day': 25, 'month': 3, 'year': 1994}}, 'string': 'Apr 2, 1993 to Mar 25, 1994'}",24 min per ep,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 116678, 'type': 'manga', 'name': 'Mobile Suit Victory Gundam', 'url': 'https://myanimelist.net/manga/116678/Mobile_Suit_Victory_Gundam'}], 'Prequel': [{'mal_id': 88, 'type': 'anime', 'name': 'Mobile Suit Gundam F91', 'url': 'https://myanimelist.net/anime/88/Mobile_Suit_Gundam_F91'}], 'Sequel': [{'mal_id': 95, 'type': 'anime', 'name': 'Turn A Gundam', 'url': 'https://myanimelist.net/anime/95/Turn_A_Gundam'}, {'mal_id': 23259, 'type': 'anime', 'name': 'Gundam: G no Reconguista', 'url': 'https://myanimelist.net/anime/23259/Gundam__G_no_Reconguista'}]}"
90,Mobile Suit Gundam Wing,Mobile Suit Gundam Wing,,TV,Original,['TV Asahi'],"['Action', 'Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']",['Sunrise'],49,Finished Airing,"{'from': '1995-04-07T00:00:00+00:00', 'to': '1996-03-29T00:00:00+00:00', 'prop': {'from': {'day': 7, 'month': 4, 'year': 1995}, 'to': {'day': 29, 'month': 3, 'year': 1996}}, 'string': 'Apr 7, 1995 to Mar 29, 1996'}",24 min per ep,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 349, 'type': 'manga', 'name': 'Shin Kidou Senki Gundam Wing', 'url': 'https://myanimelist.net/manga/349/Shin_Kidou_Senki_Gundam_Wing'}, {'mal_id': 91443, 'type': 'manga', 'name': 'Shin Kidou Senki Gundam Wing', 'url': 'https://myanimelist.net/manga/91443/Shin_Kidou_Senki_Gundam_Wing'}], 'Parent story': [{'mal_id': 80, 'type': 'anime', 'name': 'Mobile Suit Gundam', 'url': 'https://myanimelist.net/anime/80/Mobile_Suit_Gundam'}], 'Sequel': [{'mal_id': 91, 'type': 'anime', 'name': 'Mobile Suit Gundam Wing: Endless Waltz', 'url': 'https://myanimelist.net/anime/91/Mobile_Suit_Gundam_Wing__Endless_Waltz'}, {'mal_id': 2273, 'type': 'anime', 'name': 'Mobile Suit Gundam Wing: Endless Waltz Movie', 'url': 'https://myanimelist.net/anime/2273/Mobile_Suit_Gundam_Wing__Endless_Waltz_Movie'}], 'Summary': [{'mal_id': 3626, 'type': 'anime', 'name': 'Mobile Suit Gundam Wing: Operation Meteor', 'url': 'https://myanimelist.net/anime/3626/Mobile_Suit_Gundam_Wing__Operation_Meteor'}], 'Other': [{'mal_id': 22435, 'type': 'anime', 'name': 'New Mobile Report Gundam Wing: Frozen Teardrop Picture Drama - Aratanaru Tatakai', 'url': 'https://myanimelist.net/anime/22435/New_Mobile_Report_Gundam_Wing__Frozen_Teardrop_Picture_Drama_-_Aratanaru_Tatakai'}]}"
91,Mobile Suit Gundam Wing: Endless Waltz,Mobile Suit Gundam Wing: Endless Waltz,,OVA,Original,"['Bandai Visual', 'Sotsu']","['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']",['Sunrise'],3,Finished Airing,"{'from': '1997-01-25T00:00:00+00:00', 'to': '1997-07-25T00:00:00+00:00', 'prop': {'from': {'day': 25, 'month': 1, 'year': 1997}, 'to': {'day': 25, 'month': 7, 'year': 1997}}, 'string': 'Jan 25, 1997 to Jul 25, 1997'}",30 min per ep,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 91444, 'type': 'manga', 'name': 'Shin Kidou Senki Gundam Wing: Endless Waltz', 'url': 'https://myanimelist.net/manga/91444/Shin_Kidou_Senki_Gundam_Wing__Endless_Waltz'}], 'Prequel': [{'mal_id': 90, 'type': 'anime', 'name': 'Mobile Suit Gundam Wing', 'url': 'https://myanimelist.net/anime/90/Mobile_Suit_Gundam_Wing'}], 'Side story': [{'mal_id': 1939, 'type': 'anime', 'name': 'SD Gundam Gaiden', 'url': 'https://myanimelist.net/anime/1939/SD_Gundam_Gaiden'}], 'Alternative version': [{'mal_id': 2273, 'type': 'anime', 'name': 'Mobile Suit Gundam Wing: Endless Waltz Movie', 'url': 'https://myanimelist.net/anime/2273/Mobile_Suit_Gundam_Wing__Endless_Waltz_Movie'}]}"
92,After War Gundam X,After War Gundam X,,TV,Original,"['TV Asahi', 'Sotsu']","['Sci-Fi', 'Adventure', 'Space', 'Drama', 'Mecha']",['Sunrise'],39,Finished Airing,"{'from': '1996-04-05T00:00:00+00:00', 'to': '1996-12-28T00:00:00+00:00', 'prop': {'from': {'day': 5, 'month': 4, 'year': 1996}, 'to': {'day': 28, 'month': 12, 'year': 1996}}, 'string': 'Apr 5, 1996 to Dec 28, 1996'}",24 min per ep,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 20221, 'type': 'manga', 'name': 'After War Gundam X', 'url': 'https://myanimelist.net/manga/20221/After_War_Gundam_X'}], 'Parent story': [{'mal_id': 80, 'type': 'anime', 'name': 'Mobile Suit Gundam', 'url': 'https://myanimelist.net/anime/80/Mobile_Suit_Gundam'}]}"
94,Mobile Suit Gundam SEED Destiny,,,TV,Original,"['Sotsu', 'Mainichi Broadcasting System', 'Sony Music Entertainment']","['Action', 'Space', 'Mecha', 'Romance', 'Military', 'Drama', 'Sci-Fi']",['Sunrise'],50,Finished Airing,"{'from': '2004-10-09T00:00:00+00:00', 'to': '2005-10-01T00:00:00+00:00', 'prop': {'from': {'day': 9, 'month': 10, 'year': 2004}, 'to': {'day': 1, 'month': 10, 'year': 2005}}, 'string': 'Oct 9, 2004 to Oct 1, 2005'}",24 min per ep,R - 17+ (violence & profanity),"{'Adaptation': [{'mal_id': 408, 'type': 'manga', 'name': 'Mobile Suit Gundam SEED Destiny', 'url': 'https://myanimelist.net/manga/408/Mobile_Suit_Gundam_SEED_Destiny'}], 'Side story': [{'mal_id': 1215, 'type': 'anime', 'name': 'Mobile Suit Gundam SEED C.E.73: Stargazer', 'url': 'https://myanimelist.net/anime/1215/Mobile_Suit_Gundam_SEED_CE73__Stargazer'}], 'Sequel': [{'mal_id': 1241, 'type': 'anime', 'name': 'Mobile Suit Gundam SEED Destiny Final Plus: The Chosen Future', 'url': 'https://myanimelist.net/anime/1241/Mobile_Suit_Gundam_SEED_Destiny_Final_Plus__The_Chosen_Future'}], 'Summary': [{'mal_id': 2294, 'type': 'anime', 'name': 'Mobile Suit Gundam SEED Destiny Special Edition', 'url': 'https://myanimelist.net/anime/2294/Mobile_Suit_Gundam_SEED_Destiny_Special_Edition'}], 'Prequel': [{'mal_id': 2298, 'type': 'anime', 'name': 'Mobile Suit Gundam SEED: After-Phase Between the Stars', 'url': 'https://myanimelist.net/anime/2298/Mobile_Suit_Gundam_SEED__After-Phase_Between_the_Stars'}]}"
95,Turn A Gundam,∀ Gundam,,TV,Original,"['Sotsu', 'Fuji TV']","['Action', 'Military', 'Sci-Fi', 'Adventure', 'Space', 'Drama', 'Romance', 'Mecha']","['Sunrise', 'Nakamura Production']",50,Finished Airing,"{'from': '1999-04-09T00:00:00+00:00', 'to': '2000-04-14T00:00:00+00:00', 'prop': {'from': {'day': 9, 'month': 4, 'year': 1999}, 'to': {'day': 14, 'month': 4, 'year': 2000}}, 'string': 'Apr 9, 1999 to Apr 14, 2000'}",24 min per ep,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 4186, 'type': 'manga', 'name': 'Turn A Gundam', 'url': 'https://myanimelist.net/manga/4186/Turn_A_Gundam'}, {'mal_id': 31845, 'type': 'manga', 'name': 'Turn A Gundam: Tsuki no Kaze', 'url': 'https://myanimelist.net/manga/31845/Turn_A_Gundam__Tsuki_no_Kaze'}, {'mal_id': 35281, 'type': 'manga', 'name': 'Turn A Gundam', 'url': 'https://myanimelist.net/manga/35281/Turn_A_Gundam'}], 'Parent story': [{'mal_id': 80, 'type': 'anime', 'name': 'Mobile Suit Gundam', 'url': 'https://myanimelist.net/anime/80/Mobile_Suit_Gundam'}], 'Summary': [{'mal_id': 3963, 'type': 'anime', 'name': 'Turn A Gundam I Movie: Earth Light', 'url': 'https://myanimelist.net/anime/3963/Turn_A_Gundam_I_Movie__Earth_Light'}, {'mal_id': 3964, 'type': 'anime', 'name': 'Turn A Gundam II Movie: Moonlight Butterfly', 'url': 'https://myanimelist.net/anime/3964/Turn_A_Gundam_II_Movie__Moonlight_Butterfly'}]}"
96,Mobile Fighter G Gundam,Mobile Fighter G Gundam,,TV,Original,"['TV Asahi', 'Sotsu']","['Sci-Fi', 'Adventure', 'Space', 'Comedy', 'Sports', 'Drama', 'Romance', 'Martial Arts', 'Mecha']",['Sunrise'],49,Finished Airing,"{'from': '1994-04-01T00:00:00+00:00', 'to': '1995-03-31T00:00:00+00:00', 'prop': {'from': {'day': 1, 'month': 4, 'year': 1994}, 'to': {'day': 31, 'month': 3, 'year': 1995}}, 'string': 'Apr 1, 1994 to Mar 31, 1995'}",24 min per ep,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 3510, 'type': 'manga', 'name': 'Kidou Butouden G Gundam', 'url': 'https://myanimelist.net/manga/3510/Kidou_Butouden_G_Gundam'}, {'mal_id': 91734, 'type': 'manga', 'name': 'Kidou Butouden G Gundam', 'url': 'https://myanimelist.net/manga/91734/Kidou_Butouden_G_Gundam'}], 'Parent story': [{'mal_id': 80, 'type': 'anime', 'name': 'Mobile Suit Gundam', 'url': 'https://myanimelist.net/anime/80/Mobile_Suit_Gundam'}]}"
97,Last Exile,Last Exile,,TV,Original,"['GDH', 'Victor Entertainment', 'TV Tokyo Music']","['Action', 'Sci-Fi', 'Adventure']",['Gonzo'],26,Finished Airing,"{'from': '2003-04-08T00:00:00+00:00', 'to': '2003-09-30T00:00:00+00:00', 'prop': {'from': {'day': 8, 'month': 4, 'year': 2003}, 'to': {'day': 30, 'month': 9, 'year': 2003}}, 'string': 'Apr 8, 2003 to Sep 30, 2003'}",24 min per ep,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 30207, 'type': 'manga', 'name': 'Last Exile: Sunadokei no Tabibito', 'url': 'https://myanimelist.net/manga/30207/Last_Exile__Sunadokei_no_Tabibito'}], 'Sequel': [{'mal_id': 10336, 'type': 'anime', 'name': 'Last Exile: Ginyoku no Fam', 'url': 'https://myanimelist.net/anime/10336/Last_Exile__Ginyoku_no_Fam'}], 'Summary': [{'mal_id': 12429, 'type': 'anime', 'name': 'Last Exile: Ginyoku no Fam Recaps', 'url': 'https://myanimelist.net/anime/12429/Last_Exile__Ginyoku_no_Fam_Recaps'}]}"
115,El Hazard: The Alternative World,,,TV,Original,['Pioneer LDC'],"['Adventure', 'Comedy', 'Fantasy']",['AIC'],13,Finished Airing,"{'from': '1998-01-08T00:00:00+00:00', 'to': '1998-03-26T00:00:00+00:00', 'prop': {'from': {'day': 8, 'month': 1, 'year': 1998}, 'to': {'day': 26, 'month': 3, 'year': 1998}}, 'string': 'Jan 8, 1998 to Mar 26, 1998'}",25 min per ep,PG-13 - Teens 13 or older,"{'Prequel': [{'mal_id': 118, 'type': 'anime', 'name': 'El Hazard 2: The Magnificent World', 'url': 'https://myanimelist.net/anime/118/El_Hazard_2__The_Magnificent_World'}]}"
116,El Hazard: The Wanderers,El-Hazard: The Wanderers,,TV,Original,"['TV Tokyo', 'Geneon Universal Entertainment', 'SoftX', 'Pioneer LDC', 'TV Tokyo Music', 'Atelier Musa']","['Adventure', 'Comedy', 'Romance', 'Fantasy']",['AIC'],26,Finished Airing,"{'from': '1995-10-06T00:00:00+00:00', 'to': '1996-03-29T00:00:00+00:00', 'prop': {'from': {'day': 6, 'month': 10, 'year': 1995}, 'to': {'day': 29, 'month': 3, 'year': 1996}}, 'string': 'Oct 6, 1995 to Mar 29, 1996'}",23 min per ep,PG-13 - Teens 13 or older,"{'Alternative setting': [{'mal_id': 117, 'type': 'anime', 'name': 'El Hazard: The Magnificent World', 'url': 'https://myanimelist.net/anime/117/El_Hazard__The_Magnificent_World'}]}"
117,El Hazard: The Magnificent World,,,OVA,Original,['Pioneer LDC'],"['Adventure', 'Comedy', 'Fantasy', 'Romance']",['AIC'],7,Finished Airing,"{'from': '1995-05-26T00:00:00+00:00', 'to': '1996-01-25T00:00:00+00:00', 'prop': {'from': {'day': 26, 'month': 5, 'year': 1995}, 'to': {'day': 25, 'month': 1, 'year': 1996}}, 'string': 'May 26, 1995 to Jan 25, 1996'}",34 min per ep,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 1114, 'type': 'manga', 'name': 'El Hazard: The Magnificent World', 'url': 'https://myanimelist.net/manga/1114/El_Hazard__The_Magnificent_World'}], 'Alternative setting': [{'mal_id': 116, 'type': 'anime', 'name': 'El Hazard: The Wanderers', 'url': 'https://myanimelist.net/anime/116/El_Hazard__The_Wanderers'}], 'Sequel': [{'mal_id': 118, 'type': 'anime', 'name': 'El Hazard 2: The Magnificent World', 'url': 'https://myanimelist.net/anime/118/El_Hazard_2__The_Magnificent_World'}]}"
118,El Hazard 2: The Magnificent World,,,OVA,Original,['Pioneer LDC'],"['Adventure', 'Comedy', 'Fantasy']",['AIC'],4,Finished Airing,"{'from': '1997-03-21T00:00:00+00:00', 'to': '1997-10-25T00:00:00+00:00', 'prop': {'from': {'day': 21, 'month': 3, 'year': 1997}, 'to': {'day': 25, 'month': 10, 'year': 1997}}, 'string': 'Mar 21, 1997 to Oct 25, 1997'}",30 min per ep,PG-13 - Teens 13 or older,"{'Sequel': [{'mal_id': 115, 'type': 'anime', 'name': 'El Hazard: The Alternative World', 'url': 'https://myanimelist.net/anime/115/El_Hazard__The_Alternative_World'}], 'Prequel': [{'mal_id': 117, 'type': 'anime', 'name': 'El Hazard: The Magnificent World', 'url': 'https://myanimelist.net/anime/117/El_Hazard__The_Magnificent_World'}]}"
120,Fruits Basket,Fruits Basket,,TV,Manga,"['TV Tokyo', 'Nihon Ad Systems', 'King Records']","['Slice of Life', 'Comedy', 'Drama', 'Romance', 'Fantasy', 'Shoujo']",['Studio Deen'],26,Finished Airing,"{'from': '2001-07-05T00:00:00+00:00', 'to': '2001-12-27T00:00:00+00:00', 'prop': {'from': {'day': 5, 'month': 7, 'year': 2001}, 'to': {'day': 27, 'month': 12, 'year': 2001}}, 'string': 'Jul 5, 2001 to Dec 27, 2001'}",24 min per ep,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 102, 'type': 'manga', 'name': 'Fruits Basket', 'url': 'https://myanimelist.net/manga/102/Fruits_Basket'}], 'Alternative version': [{'mal_id': 38680, 'type': 'anime', 'name': 'Fruits Basket (2019)', 'url': 'https://myanimelist.net/anime/38680/Fruits_Basket_2019'}]}"
