animeID, name, title_english,title_japanese, type, source, producers, genre, studio, episodes, status, aired, duration, rating, related
237,Koukyoushihen Eureka Seven,Eureka Seven,,TV,Original,"['Aniplex', 'Bandai Visual', 'Kadokawa Shoten', 'Mainichi Broadcasting System', 'Bandai', 'Ashi Production', 'Sony Music Entertainment', 'Bandai Namco Games', 'Hakuhodo DY Media Partners', 'Bandai Channel', 'USEN']","['Adventure', 'Drama', 'Mecha', 'Romance', 'Sci-Fi']",['Bones'],50,Finished Airing,"{'from': '2005-04-17T00:00:00+00:00', 'to': '2006-04-02T00:00:00+00:00', 'prop': {'from': {'day': 17, 'month': 4, 'year': 2005}, 'to': {'day': 2, 'month': 4, 'year': 2006}}, 'string': 'Apr 17, 2005 to Apr 2, 2006'}",24 min per ep,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 1037, 'type': 'manga', 'name': 'Koukyoushihen Eureka seveN', 'url': 'https://myanimelist.net/manga/1037/Koukyoushihen_Eureka_seveN'}, {'mal_id': 23550, 'type': 'manga', 'name': 'Eureka Seven', 'url': 'https://myanimelist.net/manga/23550/Eureka_Seven'}], 'Summary': [{'mal_id': 1631, 'type': 'anime', 'name': 'Koukyoushihen Eureka Seven: Navigation ray=out', 'url': 'https://myanimelist.net/anime/1631/Koukyoushihen_Eureka_Seven__Navigation_ray_out'}], 'Alternative version': [{'mal_id': 4246, 'type': 'anime', 'name': 'Koukyoushihen Eureka Seven: Pocket ga Niji de Ippai', 'url': 'https://myanimelist.net/anime/4246/Koukyoushihen_Eureka_Seven__Pocket_ga_Niji_de_Ippai'}, {'mal_id': 13731, 'type': 'anime', 'name': 'Koukyoushihen Eureka Seven: New Order', 'url': 'https://myanimelist.net/anime/13731/Koukyoushihen_Eureka_Seven__New_Order'}, {'mal_id': 35134, 'type': 'anime', 'name': 'Koukyoushihen Eureka Seven Hi-Evolution 1', 'url': 'https://myanimelist.net/anime/35134/Koukyoushihen_Eureka_Seven_Hi-Evolution_1'}, {'mal_id': 35135, 'type': 'anime', 'name': 'Koukyoushihen Eureka Seven Hi-Evolution 2: Anemone', 'url': 'https://myanimelist.net/anime/35135/Koukyoushihen_Eureka_Seven_Hi-Evolution_2__Anemone'}, {'mal_id': 35136, 'type': 'anime', 'name': 'Koukyoushihen Eureka Seven Hi-Evolution 3', 'url': 'https://myanimelist.net/anime/35136/Koukyoushihen_Eureka_Seven_Hi-Evolution_3'}], 'Sequel': [{'mal_id': 12471, 'type': 'anime', 'name': 'Eureka Seven AO', 'url': 'https://myanimelist.net/anime/12471/Eureka_Seven_AO'}]}"
246,Groove Adventure Rave,Rave Master,,TV,Manga,"['TBS', 'Kodansha']","['Adventure', 'Comedy', 'Fantasy', 'Romance', 'Shounen']",['Studio Deen'],51,Finished Airing,"{'from': '2001-10-13T00:00:00+00:00', 'to': '2002-09-28T00:00:00+00:00', 'prop': {'from': {'day': 13, 'month': 10, 'year': 2001}, 'to': {'day': 28, 'month': 9, 'year': 2002}}, 'string': 'Oct 13, 2001 to Sep 28, 2002'}",24 min per ep,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 14, 'type': 'manga', 'name': 'Rave', 'url': 'https://myanimelist.net/manga/14/Rave'}], 'Character': [{'mal_id': 6702, 'type': 'anime', 'name': 'Fairy Tail', 'url': 'https://myanimelist.net/anime/6702/Fairy_Tail'}], 'Spin-off': [{'mal_id': 18393, 'type': 'anime', 'name': 'Fairy Tail x Rave', 'url': 'https://myanimelist.net/anime/18393/Fairy_Tail_x_Rave'}]}"
247,Harukanaru Toki no Naka de: Hachiyou Shou,Haruka: Beyond the Stream of Time – A Tale of the Eight Guardians,,TV,Visual novel,['Yumeta Company'],"['Fantasy', 'Magic', 'Supernatural', 'Demons', 'Historical', 'Shoujo']",[],26,Finished Airing,"{'from': '2004-10-06T00:00:00+00:00', 'to': '2005-03-30T00:00:00+00:00', 'prop': {'from': {'day': 6, 'month': 10, 'year': 2004}, 'to': {'day': 30, 'month': 3, 'year': 2005}}, 'string': 'Oct 6, 2004 to Mar 30, 2005'}",24 min per ep,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 1146, 'type': 'manga', 'name': 'Harukanaru Toki no Naka de', 'url': 'https://myanimelist.net/manga/1146/Harukanaru_Toki_no_Naka_de'}], 'Alternative version': [{'mal_id': 647, 'type': 'anime', 'name': 'Harukanaru Toki no Naka de: Ajisai Yumegatari', 'url': 'https://myanimelist.net/anime/647/Harukanaru_Toki_no_Naka_de__Ajisai_Yumegatari'}], 'Sequel': [{'mal_id': 1904, 'type': 'anime', 'name': 'Harukanaru Toki no Naka de 2: Shiroki Ryuu no Miko', 'url': 'https://myanimelist.net/anime/1904/Harukanaru_Toki_no_Naka_de_2__Shiroki_Ryuu_no_Miko'}, {'mal_id': 1905, 'type': 'anime', 'name': 'Harukanaru Toki no Naka de: Hachiyou Shou Specials', 'url': 'https://myanimelist.net/anime/1905/Harukanaru_Toki_no_Naka_de__Hachiyou_Shou_Specials'}], 'Side story': [{'mal_id': 1906, 'type': 'anime', 'name': 'Harukanaru Toki no Naka de: Maihitoyo', 'url': 'https://myanimelist.net/anime/1906/Harukanaru_Toki_no_Naka_de__Maihitoyo'}, {'mal_id': 1907, 'type': 'anime', 'name': 'Harukanaru Toki no Naka de: Hachiyou Shou OVA', 'url': 'https://myanimelist.net/anime/1907/Harukanaru_Toki_no_Naka_de__Hachiyou_Shou_OVA'}], 'Summary': [{'mal_id': 30145, 'type': 'anime', 'name': 'Harukanaru Toki no Naka de: Hachiyou Shou Recap', 'url': 'https://myanimelist.net/anime/30145/Harukanaru_Toki_no_Naka_de__Hachiyou_Shou_Recap'}]}"
249,InuYasha,InuYasha,,TV,Manga,"['Yomiuri Telecasting', 'Shogakukan']","['Action', 'Adventure', 'Comedy', 'Historical', 'Demons', 'Supernatural', 'Magic', 'Romance', 'Fantasy', 'Shounen']",['Sunrise'],167,Finished Airing,"{'from': '2000-10-16T00:00:00+00:00', 'to': '2004-09-13T00:00:00+00:00', 'prop': {'from': {'day': 16, 'month': 10, 'year': 2000}, 'to': {'day': 13, 'month': 9, 'year': 2004}}, 'string': 'Oct 16, 2000 to Sep 13, 2004'}",24 min per ep,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 676, 'type': 'manga', 'name': 'InuYasha', 'url': 'https://myanimelist.net/manga/676/InuYasha'}], 'Side story': [{'mal_id': 449, 'type': 'anime', 'name': 'InuYasha Movie 04: Guren no Houraijima', 'url': 'https://myanimelist.net/anime/449/InuYasha_Movie_04__Guren_no_Houraijima'}, {'mal_id': 450, 'type': 'anime', 'name': 'InuYasha Movie 02: Kagami no Naka no Mugenjo', 'url': 'https://myanimelist.net/anime/450/InuYasha_Movie_02__Kagami_no_Naka_no_Mugenjo'}, {'mal_id': 451, 'type': 'anime', 'name': 'InuYasha Movie 03: Tenka Hadou no Ken', 'url': 'https://myanimelist.net/anime/451/InuYasha_Movie_03__Tenka_Hadou_no_Ken'}, {'mal_id': 452, 'type': 'anime', 'name': 'InuYasha Movie 01: Toki wo Koeru Omoi', 'url': 'https://myanimelist.net/anime/452/InuYasha_Movie_01__Toki_wo_Koeru_Omoi'}, {'mal_id': 4886, 'type': 'anime', 'name': 'InuYasha: Kuroi Tessaiga', 'url': 'https://myanimelist.net/anime/4886/InuYasha__Kuroi_Tessaiga'}], 'Sequel': [{'mal_id': 6811, 'type': 'anime', 'name': 'InuYasha: Kanketsu-hen', 'url': 'https://myanimelist.net/anime/6811/InuYasha__Kanketsu-hen'}], 'Other': [{'mal_id': 31133, 'type': 'anime', 'name': 'Shounen Sunday CM Gekijou: InuYasha-hen', 'url': 'https://myanimelist.net/anime/31133/Shounen_Sunday_CM_Gekijou__InuYasha-hen'}]}"
250,Konjiki no Gash Bell!!,Zatch Bell!,,TV,Manga,"['Yomiko Advertising', 'Fuji TV']","['Adventure', 'Comedy', 'Demons', 'Supernatural', 'Magic', 'Shounen']",['Toei Animation'],150,Finished Airing,"{'from': '2003-04-06T00:00:00+00:00', 'to': '2006-03-26T00:00:00+00:00', 'prop': {'from': {'day': 6, 'month': 4, 'year': 2003}, 'to': {'day': 26, 'month': 3, 'year': 2006}}, 'string': 'Apr 6, 2003 to Mar 26, 2006'}",23 min per ep,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 869, 'type': 'manga', 'name': 'Konjiki no Gash!!', 'url': 'https://myanimelist.net/manga/869/Konjiki_no_Gash'}], 'Side story': [{'mal_id': 844, 'type': 'anime', 'name': 'Konjiki no Gash Bell!!: 101 Banme no Mamono', 'url': 'https://myanimelist.net/anime/844/Konjiki_no_Gash_Bell__101_Banme_no_Mamono'}, {'mal_id': 911, 'type': 'anime', 'name': 'Konjiki no Gash Bell!!: Mecha Vulkan no Raishuu', 'url': 'https://myanimelist.net/anime/911/Konjiki_no_Gash_Bell__Mecha_Vulkan_no_Raishuu'}, {'mal_id': 7430, 'type': 'anime', 'name': 'Konjiki no Gash Bell!!: Ougon no Chichi wo Motsu Otoko', 'url': 'https://myanimelist.net/anime/7430/Konjiki_no_Gash_Bell__Ougon_no_Chichi_wo_Motsu_Otoko'}, {'mal_id': 10732, 'type': 'anime', 'name': 'Konjiki no Gash Bell!!: Hashire Gash!! Ubawareta Umagon', 'url': 'https://myanimelist.net/anime/10732/Konjiki_no_Gash_Bell__Hashire_Gash_Ubawareta_Umagon'}]}"
263,Hajime no Ippo,Fighting Spirit,,TV,Manga,['VAP'],"['Comedy', 'Sports', 'Drama', 'Shounen']",['Madhouse'],75,Finished Airing,"{'from': '2000-10-04T00:00:00+00:00', 'to': '2002-03-27T00:00:00+00:00', 'prop': {'from': {'day': 4, 'month': 10, 'year': 2000}, 'to': {'day': 27, 'month': 3, 'year': 2002}}, 'string': 'Oct 4, 2000 to Mar 27, 2002'}",23 min per ep,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 7, 'type': 'manga', 'name': 'Hajime no Ippo', 'url': 'https://myanimelist.net/manga/7/Hajime_no_Ippo'}], 'Sequel': [{'mal_id': 264, 'type': 'anime', 'name': 'Hajime no Ippo: Champion Road', 'url': 'https://myanimelist.net/anime/264/Hajime_no_Ippo__Champion_Road'}], 'Side story': [{'mal_id': 12069, 'type': 'anime', 'name': 'Hajime no Ippo: Boxer no Kobushi', 'url': 'https://myanimelist.net/anime/12069/Hajime_no_Ippo__Boxer_no_Kobushi'}]}"
264,Hajime no Ippo: Champion Road,Fighting Spirit: Champion Road,,Special,Manga,[],"['Comedy', 'Shounen', 'Sports']",['Madhouse'],1,Finished Airing,"{'from': '2003-04-18T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Apr 18, 2003'}",1 hr 30 min,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 7, 'type': 'manga', 'name': 'Hajime no Ippo', 'url': 'https://myanimelist.net/manga/7/Hajime_no_Ippo'}], 'Prequel': [{'mal_id': 263, 'type': 'anime', 'name': 'Hajime no Ippo', 'url': 'https://myanimelist.net/anime/263/Hajime_no_Ippo'}], 'Sequel': [{'mal_id': 265, 'type': 'anime', 'name': 'Hajime no Ippo: Mashiba vs. Kimura', 'url': 'https://myanimelist.net/anime/265/Hajime_no_Ippo__Mashiba_vs_Kimura'}]}"
265,Hajime no Ippo: Mashiba vs. Kimura,,,OVA,Manga,[],"['Comedy', 'Shounen', 'Sports']",['Madhouse'],1,Finished Airing,"{'from': '2003-09-05T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Sep 5, 2003'}",1 hr 1 min,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 7, 'type': 'manga', 'name': 'Hajime no Ippo', 'url': 'https://myanimelist.net/manga/7/Hajime_no_Ippo'}], 'Prequel': [{'mal_id': 264, 'type': 'anime', 'name': 'Hajime no Ippo: Champion Road', 'url': 'https://myanimelist.net/anime/264/Hajime_no_Ippo__Champion_Road'}], 'Sequel': [{'mal_id': 5258, 'type': 'anime', 'name': 'Hajime no Ippo: New Challenger', 'url': 'https://myanimelist.net/anime/5258/Hajime_no_Ippo__New_Challenger'}]}"
267,Gungrave,Gungrave,,TV,Game,['Tohokushinsha Film Corporation'],"['Action', 'Drama', 'Sci-Fi', 'Seinen', 'Super Power']",['Madhouse'],26,Finished Airing,"{'from': '2003-10-07T00:00:00+00:00', 'to': '2004-03-30T00:00:00+00:00', 'prop': {'from': {'day': 7, 'month': 10, 'year': 2003}, 'to': {'day': 30, 'month': 3, 'year': 2004}}, 'string': 'Oct 7, 2003 to Mar 30, 2004'}",25 min per ep,R - 17+ (violence & profanity),{}
268,Golden Boy,Golden Boy,,OVA,Manga,"['KSS', 'Shueisha']","['Adventure', 'Comedy', 'Ecchi']",['APPP'],6,Finished Airing,"{'from': '1995-10-27T00:00:00+00:00', 'to': '1996-06-28T00:00:00+00:00', 'prop': {'from': {'day': 27, 'month': 10, 'year': 1995}, 'to': {'day': 28, 'month': 6, 'year': 1996}}, 'string': 'Oct 27, 1995 to Jun 28, 1996'}",29 min per ep,R+ - Mild Nudity,"{'Adaptation': [{'mal_id': 1458, 'type': 'manga', 'name': 'Golden Boy', 'url': 'https://myanimelist.net/manga/1458/Golden_Boy'}]}"
269,Bleach,Bleach,,TV,Manga,"['TV Tokyo', 'Aniplex', 'Dentsu', 'TV Tokyo Music', 'Studio Kelmadick', 'Shueisha']","['Action', 'Adventure', 'Comedy', 'Super Power', 'Supernatural', 'Shounen']",['Studio Pierrot'],366,Finished Airing,"{'from': '2004-10-05T00:00:00+00:00', 'to': '2012-03-27T00:00:00+00:00', 'prop': {'from': {'day': 5, 'month': 10, 'year': 2004}, 'to': {'day': 27, 'month': 3, 'year': 2012}}, 'string': 'Oct 5, 2004 to Mar 27, 2012'}",24 min per ep,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 12, 'type': 'manga', 'name': 'Bleach', 'url': 'https://myanimelist.net/manga/12/Bleach'}], 'Side story': [{'mal_id': 762, 'type': 'anime', 'name': 'Bleach: Memories in the Rain', 'url': 'https://myanimelist.net/anime/762/Bleach__Memories_in_the_Rain'}, {'mal_id': 834, 'type': 'anime', 'name': 'Bleach: The Sealed Sword Frenzy', 'url': 'https://myanimelist.net/anime/834/Bleach__The_Sealed_Sword_Frenzy'}, {'mal_id': 1686, 'type': 'anime', 'name': 'Bleach Movie 1: Memories of Nobody', 'url': 'https://myanimelist.net/anime/1686/Bleach_Movie_1__Memories_of_Nobody'}, {'mal_id': 2889, 'type': 'anime', 'name': 'Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru', 'url': 'https://myanimelist.net/anime/2889/Bleach_Movie_2__The_DiamondDust_Rebellion_-_Mou_Hitotsu_no_Hyourinmaru'}, {'mal_id': 4835, 'type': 'anime', 'name': 'Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu', 'url': 'https://myanimelist.net/anime/4835/Bleach_Movie_3__Fade_to_Black_-_Kimi_no_Na_wo_Yobu'}, {'mal_id': 8247, 'type': 'anime', 'name': 'Bleach Movie 4: Jigoku-hen', 'url': 'https://myanimelist.net/anime/8247/Bleach_Movie_4__Jigoku-hen'}, {'mal_id': 35118, 'type': 'anime', 'name': 'Bleach Colorful!: Gotei Juusan Yatai Daisakusen!', 'url': 'https://myanimelist.net/anime/35118/Bleach_Colorful__Gotei_Juusan_Yatai_Daisakusen'}]}"
270,Hellsing,Hellsing,,TV,Manga,"['Fuji TV', 'Pioneer LDC']","['Action', 'Horror', 'Supernatural', 'Vampire', 'Seinen']",['Gonzo'],13,Finished Airing,"{'from': '2001-10-11T00:00:00+00:00', 'to': '2002-01-17T00:00:00+00:00', 'prop': {'from': {'day': 11, 'month': 10, 'year': 2001}, 'to': {'day': 17, 'month': 1, 'year': 2002}}, 'string': 'Oct 11, 2001 to Jan 17, 2002'}",23 min per ep,R - 17+ (violence & profanity),"{'Adaptation': [{'mal_id': 267, 'type': 'manga', 'name': 'Hellsing', 'url': 'https://myanimelist.net/manga/267/Hellsing'}], 'Alternative version': [{'mal_id': 777, 'type': 'anime', 'name': 'Hellsing Ultimate', 'url': 'https://myanimelist.net/anime/777/Hellsing_Ultimate'}], 'Other': [{'mal_id': 7728, 'type': 'anime', 'name': 'Hellsing: Psalm of Darkness', 'url': 'https://myanimelist.net/anime/7728/Hellsing__Psalm_of_Darkness'}]}"
272,Noir,Noir,,TV,Original,['Victor Entertainment'],"['Action', 'Mystery', 'Drama']",['Bee Train'],26,Finished Airing,"{'from': '2001-04-06T00:00:00+00:00', 'to': '2001-09-28T00:00:00+00:00', 'prop': {'from': {'day': 6, 'month': 4, 'year': 2001}, 'to': {'day': 28, 'month': 9, 'year': 2001}}, 'string': 'Apr 6, 2001 to Sep 28, 2001'}",24 min per ep,PG-13 - Teens 13 or older,{}
278,Viewtiful Joe,,,TV,Game,"['TV Tokyo', 'MediaNet', 'Capcom']","['Action', 'Sci-Fi', 'Comedy', 'Shounen']",['Group TAC'],51,Finished Airing,"{'from': '2004-10-02T00:00:00+00:00', 'to': '2005-09-24T00:00:00+00:00', 'prop': {'from': {'day': 2, 'month': 10, 'year': 2004}, 'to': {'day': 24, 'month': 9, 'year': 2005}}, 'string': 'Oct 2, 2004 to Sep 24, 2005'}",20 min per ep,PG-13 - Teens 13 or older,{}
288,Bakuten Shoot Beyblade,Beyblade,,TV,Manga,"['d-rights', 'Heewon Entertainment']","['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Sports', 'Shounen']",['Madhouse'],51,Finished Airing,"{'from': '2001-01-08T00:00:00+00:00', 'to': '2001-12-24T00:00:00+00:00', 'prop': {'from': {'day': 8, 'month': 1, 'year': 2001}, 'to': {'day': 24, 'month': 12, 'year': 2001}}, 'string': 'Jan 8, 2001 to Dec 24, 2001'}",23 min per ep,PG - Children,"{'Adaptation': [{'mal_id': 852, 'type': 'manga', 'name': 'Bakuten Shoot Beyblade', 'url': 'https://myanimelist.net/manga/852/Bakuten_Shoot_Beyblade'}], 'Sequel': [{'mal_id': 1669, 'type': 'anime', 'name': 'Bakuten Shoot Beyblade 2002', 'url': 'https://myanimelist.net/anime/1669/Bakuten_Shoot_Beyblade_2002'}], 'Spin-off': [{'mal_id': 5962, 'type': 'anime', 'name': 'Metal Fight Beyblade', 'url': 'https://myanimelist.net/anime/5962/Metal_Fight_Beyblade'}]}"
299,.hack//Liminality,.hack//Liminality,,OVA,Original,"['Bandai Visual', 'Bandai', 'CyberConnect2']","['Game', 'Mystery', 'Sci-Fi']",['Bee Train'],4,Finished Airing,"{'from': '2002-06-20T00:00:00+00:00', 'to': '2003-04-10T00:00:00+00:00', 'prop': {'from': {'day': 20, 'month': 6, 'year': 2002}, 'to': {'day': 10, 'month': 4, 'year': 2003}}, 'string': 'Jun 20, 2002 to Apr 10, 2003'}",33 min per ep,PG-13 - Teens 13 or older,"{'Alternative setting': [{'mal_id': 48, 'type': 'anime', 'name': '.hack//Sign', 'url': 'https://myanimelist.net/anime/48/hack__Sign'}]}"
304,Aa! Megami-sama! Movie,Ah! My Goddess: The Movie,,Movie,Original,"['Bandai Visual', 'Pony Canyon', 'Kodansha', 'Movic', 'Sega']","['Comedy', 'Magic', 'Romance', 'Seinen', 'Supernatural']",['AIC'],1,Finished Airing,"{'from': '2000-10-21T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Oct 21, 2000'}",1 hr 46 min,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 446, 'type': 'manga', 'name': 'Aa! Megami-sama!', 'url': 'https://myanimelist.net/manga/446/Aa_Megami-sama'}], 'Prequel': [{'mal_id': 49, 'type': 'anime', 'name': 'Aa! Megami-sama!', 'url': 'https://myanimelist.net/anime/49/Aa_Megami-sama'}]}"
322,Paradise Kiss,Paradise Kiss,,TV,Manga,"['Aniplex', 'Fuji TV']","['Slice of Life', 'Comedy', 'Drama', 'Romance', 'Josei']",['Madhouse'],12,Finished Airing,"{'from': '2005-10-14T00:00:00+00:00', 'to': '2005-12-30T00:00:00+00:00', 'prop': {'from': {'day': 14, 'month': 10, 'year': 2005}, 'to': {'day': 30, 'month': 12, 'year': 2005}}, 'string': 'Oct 14, 2005 to Dec 30, 2005'}",24 min per ep,R - 17+ (violence & profanity),"{'Adaptation': [{'mal_id': 29, 'type': 'manga', 'name': 'Paradise Kiss', 'url': 'https://myanimelist.net/manga/29/Paradise_Kiss'}], 'Prequel': [{'mal_id': 852, 'type': 'anime', 'name': 'Gokinjo Monogatari', 'url': 'https://myanimelist.net/anime/852/Gokinjo_Monogatari'}]}"
323,Mousou Dairinin,Paranoia Agent,,TV,Original,"['WOWOW', 'Asmik Ace', 'Tohokushinsha Film Corporation']","['Mystery', 'Dementia', 'Police', 'Psychological', 'Supernatural', 'Drama', 'Thriller']",['Madhouse'],13,Finished Airing,"{'from': '2004-02-03T00:00:00+00:00', 'to': '2004-05-18T00:00:00+00:00', 'prop': {'from': {'day': 3, 'month': 2, 'year': 2004}, 'to': {'day': 18, 'month': 5, 'year': 2004}}, 'string': 'Feb 3, 2004 to May 18, 2004'}",24 min per ep,R+ - Mild Nudity,{}
326,Petshop of Horrors,Pet Shop of Horrors,,TV,Manga,"['Trans Arts', 'TBS']","['Horror', 'Josei', 'Mystery', 'Supernatural']",['Madhouse'],4,Finished Airing,"{'from': '1999-03-02T00:00:00+00:00', 'to': '1999-03-23T00:00:00+00:00', 'prop': {'from': {'day': 2, 'month': 3, 'year': 1999}, 'to': {'day': 23, 'month': 3, 'year': 1999}}, 'string': 'Mar 2, 1999 to Mar 23, 1999'}",22 min per ep,R - 17+ (violence & profanity),"{'Adaptation': [{'mal_id': 128, 'type': 'manga', 'name': 'Petshop of Horrors', 'url': 'https://myanimelist.net/manga/128/Petshop_of_Horrors'}]}"
334,Marmalade Boy,Marmalade Boy,,TV,Manga,['Asahi Broadcasting'],"['Comedy', 'Drama', 'Romance', 'Shoujo']",['Toei Animation'],76,Finished Airing,"{'from': '1994-03-13T00:00:00+00:00', 'to': '1995-09-03T00:00:00+00:00', 'prop': {'from': {'day': 13, 'month': 3, 'year': 1994}, 'to': {'day': 3, 'month': 9, 'year': 1995}}, 'string': 'Mar 13, 1994 to Sep 3, 1995'}",24 min per ep,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 91, 'type': 'manga', 'name': 'Marmalade Boy', 'url': 'https://myanimelist.net/manga/91/Marmalade_Boy'}], 'Prequel': [{'mal_id': 520, 'type': 'anime', 'name': 'Marmalade Boy Movie', 'url': 'https://myanimelist.net/anime/520/Marmalade_Boy_Movie'}]}"
338,Versailles no Bara,The Rose of Versailles,,TV,Manga,['Nippon Television Network'],"['Military', 'Historical', 'Drama', 'Romance', 'Shoujo']",['Tokyo Movie Shinsha'],40,Finished Airing,"{'from': '1979-10-10T00:00:00+00:00', 'to': '1980-09-03T00:00:00+00:00', 'prop': {'from': {'day': 10, 'month': 10, 'year': 1979}, 'to': {'day': 3, 'month': 9, 'year': 1980}}, 'string': 'Oct 10, 1979 to Sep 3, 1980'}",24 min per ep,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 660, 'type': 'manga', 'name': 'Versailles no Bara', 'url': 'https://myanimelist.net/manga/660/Versailles_no_Bara'}], 'Summary': [{'mal_id': 3868, 'type': 'anime', 'name': 'Versailles no Bara: Seimei Aru Kagiri Aishite', 'url': 'https://myanimelist.net/anime/3868/Versailles_no_Bara__Seimei_Aru_Kagiri_Aishite'}, {'mal_id': 7861, 'type': 'anime', 'name': 'Versailles no Bara to Onna-tachi', 'url': 'https://myanimelist.net/anime/7861/Versailles_no_Bara_to_Onna-tachi'}], 'Alternative version': [{'mal_id': 5415, 'type': 'anime', 'name': 'La Rose de Versailles', 'url': 'https://myanimelist.net/anime/5415/La_Rose_de_Versailles'}]}"
347,Wild Arms: Twilight Venom,Wild Arms,,TV,Game,"['Aniplex', 'WOWOW']","['Action', 'Sci-Fi', 'Adventure', 'Magic', 'Vampire', 'Fantasy']",['Bee Train'],22,Finished Airing,"{'from': '1999-10-18T00:00:00+00:00', 'to': '2000-03-27T00:00:00+00:00', 'prop': {'from': {'day': 18, 'month': 10, 'year': 1999}, 'to': {'day': 27, 'month': 3, 'year': 2000}}, 'string': 'Oct 18, 1999 to Mar 27, 2000'}",24 min per ep,PG-13 - Teens 13 or older,{}
356,Fate/stay night,Fate/stay night,,TV,Visual novel,"['Geneon Universal Entertainment', 'Frontier Works', 'TBS', 'KlockWorx', 'Notes']","['Action', 'Supernatural', 'Magic', 'Romance', 'Fantasy']",['Studio Deen'],24,Finished Airing,"{'from': '2006-01-07T00:00:00+00:00', 'to': '2006-06-17T00:00:00+00:00', 'prop': {'from': {'day': 7, 'month': 1, 'year': 2006}, 'to': {'day': 17, 'month': 6, 'year': 2006}}, 'string': 'Jan 7, 2006 to Jun 17, 2006'}",24 min per ep,R - 17+ (violence & profanity),"{'Adaptation': [{'mal_id': 715, 'type': 'manga', 'name': 'Fate/stay night', 'url': 'https://myanimelist.net/manga/715/Fate_stay_night'}], 'Alternative version': [{'mal_id': 6922, 'type': 'anime', 'name': 'Fate/stay night Movie: Unlimited Blade Works', 'url': 'https://myanimelist.net/anime/6922/Fate_stay_night_Movie__Unlimited_Blade_Works'}, {'mal_id': 12565, 'type': 'anime', 'name': 'Fate/Prototype', 'url': 'https://myanimelist.net/anime/12565/Fate_Prototype'}, {'mal_id': 22297, 'type': 'anime', 'name': 'Fate/stay night: Unlimited Blade Works', 'url': 'https://myanimelist.net/anime/22297/Fate_stay_night__Unlimited_Blade_Works'}, {'mal_id': 25537, 'type': 'anime', 'name': ""Fate/stay night Movie: Heaven's Feel - I. Presage Flower"", 'url': 'https://myanimelist.net/anime/25537/Fate_stay_night_Movie__Heavens_Feel_-_I_Presage_Flower'}], 'Summary': [{'mal_id': 7559, 'type': 'anime', 'name': 'Fate/stay night TV Reproduction', 'url': 'https://myanimelist.net/anime/7559/Fate_stay_night_TV_Reproduction'}], 'Character': [{'mal_id': 10012, 'type': 'anime', 'name': 'Carnival Phantasm', 'url': 'https://myanimelist.net/anime/10012/Carnival_Phantasm'}], 'Prequel': [{'mal_id': 11741, 'type': 'anime', 'name': 'Fate/Zero 2nd Season', 'url': 'https://myanimelist.net/anime/11741/Fate_Zero_2nd_Season'}], 'Alternative setting': [{'mal_id': 14829, 'type': 'anime', 'name': 'Fate/kaleid liner Prisma☆Illya', 'url': 'https://myanimelist.net/anime/14829/Fate_kaleid_liner_Prisma☆Illya'}, {'mal_id': 33047, 'type': 'anime', 'name': 'Fate/Extra: Last Encore', 'url': 'https://myanimelist.net/anime/33047/Fate_Extra__Last_Encore'}, {'mal_id': 34321, 'type': 'anime', 'name': 'Fate/Grand Order: First Order', 'url': 'https://myanimelist.net/anime/34321/Fate_Grand_Order__First_Order'}, {'mal_id': 34662, 'type': 'anime', 'name': 'Fate/Apocrypha', 'url': 'https://myanimelist.net/anime/34662/Fate_Apocrypha'}], 'Spin-off': [{'mal_id': 37033, 'type': 'anime', 'name': 'Emiya-san Chi no Kyou no Gohan', 'url': 'https://myanimelist.net/anime/37033/Emiya-san_Chi_no_Kyou_no_Gohan'}]}"
